"analysis_id","spec","subset","term","metric","estimator","rho","k_es","k_study","k_cluster","est_z","se_z","t_stat","df","p","ci_lb_z","ci_ub_z","pi_lb_z","pi_ub_z","est_r","ci_lb_r","ci_ub_r","pi_lb_r","pi_ub_r","sigma2_cluster","sigma2_study","sigma2_esid","pct_cluster","pct_study","pct_esid","pct_sampling","typical_v","value","ms_input","ms_label","note"
"B6","loso_post","Wang & Wijethilake (2026)","diff","Fisher_z","3LMA-RVE_CR2",0.6,2697,114,113,0.00965780388360885,0.0182405954305025,0.529467577985901,14.2306831738077,0.604643278229168,-0.0294049694095141,0.0487205771767318,,,,,,,,0.0207399848204337,2.13544349974923e-09,0.0118633592934704,,,,,,,FALSE,,"paris_mid refit without study 'Wang & Wijethilake (2026)' (whole-study drop; 8 defined ES removed); k_es = remaining complete cases on pp_mid_lag0; k_study/k_cluster = remaining sample after drop; difference of Fisher-z means; no tanh transform of differences"
"B6","loso_post","Wang et al (2022a)","diff","Fisher_z","3LMA-RVE_CR2",0.6,2704,114,113,0.0100126240884364,0.018188153423477,0.550502508710548,14.429647492829,0.590396080149786,-0.0288883960087356,0.0489136441856085,,,,,,,,0.0206645627652271,1.61420123424616e-09,0.0118786687216326,,,,,,,FALSE,,"paris_mid refit without study 'Wang et al (2022a)' (whole-study drop; 1 defined ES removed); k_es = remaining complete cases on pp_mid_lag0; k_study/k_cluster = remaining sample after drop; difference of Fisher-z means; no tanh transform of differences"
"B6","loso_post","Wang et al (2025a)","diff","Fisher_z","3LMA-RVE_CR2",0.6,2681,114,113,0.0104520230738281,0.0181743201248214,0.575098435707278,14.3381725217402,0.574139144087363,-0.0284419417848375,0.0493459879324936,,,,,,,,0.0206925457531842,3.10590317443348e-09,0.0119618796948904,,,,,,,FALSE,,"paris_mid refit without study 'Wang et al (2025a)' (whole-study drop; 24 defined ES removed); k_es = remaining complete cases on pp_mid_lag0; k_study/k_cluster = remaining sample after drop; difference of Fisher-z means; no tanh transform of differences"
"B6","loso_post","Wang et al (2025b)","diff","Fisher_z","3LMA-RVE_CR2",0.6,2689,114,113,0.01364525229249,0.0175088254554097,0.779335674299846,14.4793452729645,0.448333327099179,-0.023791145366767,0.051081649951747,,,,,,,,0.0204832530427878,1.76515191506389e-09,0.0119200881927693,,,,,,,FALSE,,"paris_mid refit without study 'Wang et al (2025b)' (whole-study drop; 16 defined ES removed); k_es = remaining complete cases on pp_mid_lag0; k_study/k_cluster = remaining sample after drop; difference of Fisher-z means; no tanh transform of differences"
"B6","loso_post","Xiang & Gong (2026)","diff","Fisher_z","3LMA-RVE_CR2",0.6,2693,114,113,0.0116502638876517,0.0180041812769449,0.647086568861108,14.2348571119826,0.527873543524645,-0.026905179445506,0.0502057072208094,,,,,,,,0.0207189581628279,2.87716976279998e-09,0.0118919896826509,,,,,,,FALSE,,"paris_mid refit without study 'Xiang & Gong (2026)' (whole-study drop; 12 defined ES removed); k_es = remaining complete cases on pp_mid_lag0; k_study/k_cluster = remaining sample after drop; difference of Fisher-z means; no tanh transform of differences"
"B6","loso_post_summary","post_cell","range","Fisher_z","3LMA-RVE_CR2",0.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.011383283755471,TRUE,"loso_post_summary_range","range = max - min over the 31 LOSO diff estimates (z scale); min diff = 0.002336 (drop Li et al (2022)); max diff = 0.013719 (drop Brinette et al (2026)); full-sample paris_mid diff = 0.010176"
"B6","post_dominance","Ali et al (2026)","weight_share","share","IV_marginal_approx",0.6,9,1,,,,,,,,,,,,,,,,,,,,,,,,0.0130664086685145,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.012658 (9 of 711 post-cell ES)"
"B6","post_dominance","Almutairi (2026)","weight_share","share","IV_marginal_approx",0.6,16,1,,,,,,,,,,,,,,,,,,,,,,,,0.0223001242751935,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.022504 (16 of 711 post-cell ES)"
"B6","post_dominance","Altavilla et al (2024)","weight_share","share","IV_marginal_approx",0.6,82,1,,,,,,,,,,,,,,,,,,,,,,,,0.119487859427257,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.115331 (82 of 711 post-cell ES)"
"B6","post_dominance","Boermans et al (2023)","weight_share","share","IV_marginal_approx",0.6,61,1,,,,,,,,,,,,,,,,,,,,,,,,0.0888069922693225,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.085795 (61 of 711 post-cell ES)"
"B6","post_dominance","Boubaker et al (2026)","weight_share","share","IV_marginal_approx",0.6,16,1,,,,,,,,,,,,,,,,,,,,,,,,0.0229084303301104,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.022504 (16 of 711 post-cell ES)"
"B6","post_dominance","Brinette et al (2026)","weight_share","share","IV_marginal_approx",0.6,12,1,,,,,,,,,,,,,,,,,,,,,,,,0.0165357529870949,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.016878 (12 of 711 post-cell ES)"
"B6","post_dominance","Cicchini et al (2026)","weight_share","share","IV_marginal_approx",0.6,20,1,,,,,,,,,,,,,,,,,,,,,,,,0.0278646843742896,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.028129 (20 of 711 post-cell ES)"
"B6","post_dominance","Du et al (2022)","weight_share","share","IV_marginal_approx",0.6,2,1,,,,,,,,,,,,,,,,,,,,,,,,0.00289532833356057,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.002813 (2 of 711 post-cell ES)"
"B6","post_dominance","Ferriani (2022)","weight_share","share","IV_marginal_approx",0.6,30,1,,,,,,,,,,,,,,,,,,,,,,,,0.0416307456734224,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.042194 (30 of 711 post-cell ES)"
"B6","post_dominance","Gonzales Sanches et al (2026)","weight_share","share","IV_marginal_approx",0.6,17,1,,,,,,,,,,,,,,,,,,,,,,,,0.0246716368484043,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.023910 (17 of 711 post-cell ES)"
"B6","post_dominance","Ho & Wong (2023)","weight_share","share","IV_marginal_approx",0.6,38,1,,,,,,,,,,,,,,,,,,,,,,,,0.0542334383278594,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.053446 (38 of 711 post-cell ES)"
"B6","post_dominance","Kordschia (2020)","weight_share","share","IV_marginal_approx",0.6,5,1,,,,,,,,,,,,,,,,,,,,,,,,0.00723535849084786,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.007032 (5 of 711 post-cell ES)"
"B6","post_dominance","Kozak (2021)","weight_share","share","IV_marginal_approx",0.6,21,1,,,,,,,,,,,,,,,,,,,,,,,,0.0303886773426946,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.029536 (21 of 711 post-cell ES)"
"B6","post_dominance","Li et al (2022)","weight_share","share","IV_marginal_approx",0.6,5,1,,,,,,,,,,,,,,,,,,,,,,,,0.00724349383244217,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.007032 (5 of 711 post-cell ES)"
"B6","post_dominance","Lin et al (2025)","weight_share","share","IV_marginal_approx",0.6,29,1,,,,,,,,,,,,,,,,,,,,,,,,0.0417347828715921,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.040788 (29 of 711 post-cell ES)"
"B6","post_dominance","Liu et al (2023)","weight_share","share","IV_marginal_approx",0.6,10,1,,,,,,,,,,,,,,,,,,,,,,,,0.0145099996461166,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.014065 (10 of 711 post-cell ES)"
"B6","post_dominance","Nasih et al (2024)","weight_share","share","IV_marginal_approx",0.6,5,1,,,,,,,,,,,,,,,,,,,,,,,,0.00643688227242323,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.007032 (5 of 711 post-cell ES)"
"B6","post_dominance","Owolabi et al (2024)","weight_share","share","IV_marginal_approx",0.6,6,1,,,,,,,,,,,,,,,,,,,,,,,,0.00869433603891157,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.008439 (6 of 711 post-cell ES)"
"B6","post_dominance","Panjwani et al (2023)","weight_share","share","IV_marginal_approx",0.6,170,1,,,,,,,,,,,,,,,,,,,,,,,,0.228150248425673,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.239100 (170 of 711 post-cell ES)"
"B6","post_dominance","Ratajczak & Mikolajewicz (2021)","weight_share","share","IV_marginal_approx",0.6,6,1,,,,,,,,,,,,,,,,,,,,,,,,0.00791955326292107,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.008439 (6 of 711 post-cell ES)"
"B6","post_dominance","Ririmasse et al (2026)","weight_share","share","IV_marginal_approx",0.6,18,1,,,,,,,,,,,,,,,,,,,,,,,,0.0258483405090508,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.025316 (18 of 711 post-cell ES)"
"B6","post_dominance","Shi et al (2025)","weight_share","share","IV_marginal_approx",0.6,15,1,,,,,,,,,,,,,,,,,,,,,,,,0.0214808989454071,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.021097 (15 of 711 post-cell ES)"
"B6","post_dominance","Tan et al (2021)","weight_share","share","IV_marginal_approx",0.6,6,1,,,,,,,,,,,,,,,,,,,,,,,,0.00860246905976077,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.008439 (6 of 711 post-cell ES)"
"B6","post_dominance","Tan et al (2026)","weight_share","share","IV_marginal_approx",0.6,25,1,,,,,,,,,,,,,,,,,,,,,,,,0.0363438780860289,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.035162 (25 of 711 post-cell ES)"
"B6","post_dominance","Tang et al (2023)","weight_share","share","IV_marginal_approx",0.6,13,1,,,,,,,,,,,,,,,,,,,,,,,,0.0174805537455186,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.018284 (13 of 711 post-cell ES)"
"B6","post_dominance","Temiz (2022)","weight_share","share","IV_marginal_approx",0.6,13,1,,,,,,,,,,,,,,,,,,,,,,,,0.0188243183857742,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.018284 (13 of 711 post-cell ES)"
"B6","post_dominance","Wang & Wijethilake (2026)","weight_share","share","IV_marginal_approx",0.6,8,1,,,,,,,,,,,,,,,,,,,,,,,,0.0104174078235937,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.011252 (8 of 711 post-cell ES)"
"B6","post_dominance","Wang et al (2022a)","weight_share","share","IV_marginal_approx",0.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.00144407267327855,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.001406 (1 of 711 post-cell ES)"
"B6","post_dominance","Wang et al (2025a)","weight_share","share","IV_marginal_approx",0.6,24,1,,,,,,,,,,,,,,,,,,,,,,,,0.0343309209171955,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.033755 (24 of 711 post-cell ES)"
"B6","post_dominance","Wang et al (2025b)","weight_share","share","IV_marginal_approx",0.6,16,1,,,,,,,,,,,,,,,,,,,,,,,,0.0211757083915399,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.022504 (16 of 711 post-cell ES)"
"B6","post_dominance","Xiang & Gong (2026)","weight_share","share","IV_marginal_approx",0.6,12,1,,,,,,,,,,,,,,,,,,,,,,,,0.0173366977642012,FALSE,,"normalized weight share, w = 1/(vi + sum sigma2_B1 = 0.032345) within the post cell (pp_mid_lag0 == 1); marginal approximation, RVE weights are matrix-valued; ES-count share = 0.016878 (12 of 711 post-cell ES)"
"B7","disclosure_attenuation_end","end_post","value","share","descriptive",,2094,86,,,,,,,,,,,,,,,,,,,,,,,,0.660458452722063,TRUE,"disclosure_attenuation_end","share of end-coded post ES (pp_end_lag0 == 1) with share_2016 < 0.5 (majority-pre contamination, recomputed on v12): 1383 of 2094 ES; study-level count: 56 studies"
"B7","disclosure_knife_edge","defined","value","share","descriptive",,2705,113,,,,,,,,,,,,,,,,,,,,,,,,0.0292051756007394,TRUE,"disclosure_knife_edge","ES share with share_2016 in [0.45, 0.55]: 79 of 2705 defined ES; study count: 5 studies"
"B7","disclosure_panel_drift","defined","value","share","descriptive",,2705,113,,,,,,,,,,,,,,,,,,,,,,,,0.0148817425617523,TRUE,"disclosure_panel_drift","mean(share_2016) at ES level (0.358219) minus mean of study-level means (0.343337); post years contribute more observations than their calendar share"
