"cluster_id","study","esid","zi","vi","rstudent_t","flag_rstudent","mad_center","mad_scale","flag_mad","flag_both","hatvalue"
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",659,-0.00913610482464911,0.000412711514651259,0.275847558819267,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000388618550400596
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",660,-0.029380648397808,0.000325309043591412,0.163263676099852,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000413262904137091
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",661,-0.00389489434079286,0.00034435261707989,0.30537850852157,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000407635036977981
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",662,-0.0603196637279046,0.000458715596330275,-0.00934353069085092,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00037670273967834
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",663,-0.0347108932597787,0.000489715964740451,0.133184085338665,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000369011170340354
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",664,-0.118766144383155,0.00103842159916926,-0.331753455431108,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000260685800416153
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",665,-0.0426981466632278,0.000823723228995058,0.0882819152404347,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000298284059310698
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",666,-0.0423823716943425,0.00074019245003701,0.0901447709158683,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000314307738753825
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",667,-0.04221385136236,0.00145348837209302,0.0900999351160967,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000198543055139838
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",668,-0.00403704077039204,0.000503778337531486,0.303828072079985,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000365603665675526
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",669,-0.00780860874002137,0.000498504486540379,0.28286586334532,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000366875860805001
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",670,0.0244078792790072,0.00118623962040332,0.457253809370294,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000237199178930698
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",671,-0.0289956046962485,0.000877963125548727,0.164008026479658,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000288334553392657
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",672,-0.0222170709100027,0.000754147812971342,0.201889314903912,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000311567032286437
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",673,0.0310570891589761,0.00147710487444609,0.491682470815753,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000195327505195094
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",674,-0.128616118547022,0.00284090909090909,-0.375838512359903,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,4.56071402482689e-05
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",675,-0.183654532009471,0.00177935943060498,-0.682081773586642,FALSE,-0.0282100828468845,0.0418242688287909,TRUE,FALSE,0.000156555059399127
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",676,-0.092498626953833,0.00431034482758621,-0.17808160042132,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,-6.88853364979406e-05
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",677,-0.0674050567355585,0.0033003300330033,-0.0467343387229865,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,6.02954990701867e-06
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",678,-0.0747455496337151,0.00225733634311512,-0.087216414953705,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000102555393094882
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",679,0.0535189682477059,0.00131406044678055,0.616324247326081,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000218160889330871
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",680,-0.0932030967831887,0.0050761421319797,-0.179886483429584,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,-0.000117200607241188
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",681,-0.137702202894351,0.00323624595469256,-0.422228712852463,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,1.13131437835768e-05
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",682,-0.194062987715109,0.00429184549356223,-0.712542970573945,FALSE,-0.0282100828468845,0.0418242688287909,TRUE,FALSE,-6.76374164796081e-05
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",683,-0.0853274716746803,0.00193050193050193,-0.145249903493998,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000138618362895635
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",684,-0.0482509363598643,0.000332115576220525,0.0579650068204966,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000411232974124543
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",685,-0.00472200938446737,0.000357142857142857,0.300704535677878,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000403942090925235
"Cubas, Martinez (2018)","Cubas, Martinez (2018)",686,-0.079750073633837,0.000521104742053153,-0.117415193796193,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000361471049872465
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",687,0.000536619061651294,0.00016594756057086,0.330898368979032,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877957
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",688,0.0331110131979596,0.00016594756057086,0.513060482804793,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877952
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",689,0.00321970896156372,0.00016594756057086,0.345902710294096,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877956
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",690,0.0438288874961719,0.00016594756057086,0.572996843546034,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877955
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",691,0.0372578625013651,0.00016594756057086,0.536250440894704,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877954
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",692,-0.0159085066192918,0.00016594756057086,0.238934145680344,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877954
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",693,-0.00787033203084464,0.00016594756057086,0.283885123684873,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877958
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",694,-0.0128785020990318,0.00016594756057086,0.255878498536226,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877958
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",695,0.0117077853455628,0.00016594756057086,0.393369623414679,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877953
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",696,0.0152198810531505,0.00016594756057086,0.413009920495123,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877957
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",697,0.027544394379346,0.00016594756057086,0.481930907635484,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877957
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",698,0.0275315204029767,0.00016594756057086,0.481858913948081,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877955
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",699,0.0284198139537086,0.00016594756057086,0.486826417878377,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00015422023287796
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",700,0.0154411372500998,0.00016594756057086,0.414247226594039,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877956
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",701,0.0154668918907872,0.00016594756057086,0.414391251369106,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00015422023287796
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",702,0.0153638732666582,0.00016594756057086,0.413815151925591,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877962
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",703,0.0430076069847909,0.00016594756057086,0.56840408908463,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877957
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",704,0.0106059195968914,0.00016594756057086,0.387207783747293,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877962
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",705,0.0442566260969678,0.00016594756057086,0.575388837925417,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877956
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",706,0.0117077853455628,0.00016594756057086,0.393369623414679,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877954
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",707,-0.0399401238024633,0.00016594756057086,0.104544840804262,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877962
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",708,-0.0283296982267817,0.00016594756057086,0.169472515481269,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877958
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",709,0.00135585663737673,0.000177304964539007,0.335420330470774,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000152011163629287
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",710,0.00468114371724192,0.000177304964539007,0.354012616725163,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000152011163629287
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",711,-0.00585726897656222,0.000177304964539007,0.295090430229902,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000152011163629291
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",712,0.0038034339909436,0.000177304964539007,0.349105181641314,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000152011163629287
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",713,0.00468385269264415,0.000177304964539007,0.354027763100476,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000152011163629282
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",714,0.0177484695849588,0.000177304964539007,0.42707441778982,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00015201116362929
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",715,-0.00443733579278242,0.000177304964539007,0.303029535510403,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000152011163629291
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",716,0.0214134021689925,0.000177304964539007,0.447565723974474,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00015201116362929
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",717,0.0305825205020438,0.00016594756057086,0.498920678013531,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00015422023287796
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",718,0.0346050240936762,0.00016594756057086,0.521415271590844,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00015422023287796
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",719,0.0594431371153094,0.0001806684733514,0.660162049330928,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00015137057659862
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",720,0.0512556057494305,0.000506585612968592,0.611272474024356,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000105256302750787
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",721,0.0553093411214959,0.00016594756057086,0.637197690730376,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877966
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",722,0.0862241211111989,0.000583090379008746,0.804825403517235,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,9.69653615717481e-05
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",723,0.0213717970986551,0.00016594756057086,0.447412587394725,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877963
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",724,-0.0145341995684369,0.00016594756057086,0.246619528143079,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877957
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",725,-0.00334849684794134,0.00016594756057086,0.309172073055061,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877963
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",726,0.0256911536409224,0.0001806684733514,0.471458596583724,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000151370576598631
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",727,0.0364762941873468,0.000506585612968592,0.529064429046563,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000105256302750779
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",728,0.0327830041257934,0.00016594756057086,0.511226194630781,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877958
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",729,-0.0216225137238238,0.000583090379008746,0.205655725897995,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,9.69653615717483e-05
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",730,0.0117077853455628,0.00016594756057086,0.393369623414679,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000154220232877962
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",731,-0.00763184182343368,9.7570494682408e-06,0.285911306207386,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000203709225680637
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",732,0.0238041259483286,9.7570494682408e-06,0.462146881002481,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000203709225680631
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",733,-0.00667787678868574,9.7570494682408e-06,0.291259402294449,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00020370922568064
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",734,0.0337362084768089,9.7570494682408e-06,0.517827885831966,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000203709225680635
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",735,0.0304840037387368,9.7570494682408e-06,0.499595452985401,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000203709225680636
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",736,0,9.7570494682408e-06,0.328696756309108,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000203709225680634
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",737,0.0276237145845939,9.7570494682408e-06,0.483560167963466,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000203709225680643
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",738,0.00708331272138488,9.7570494682408e-06,0.368407055606081,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000203709225680638
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",739,0.0366250077405577,9.7570494682408e-06,0.53402300355224,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000203709225680642
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",740,0.0277575295454959,9.7570494682408e-06,0.48431035821439,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000203709225680645
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",741,0.00107323796877783,9.7570494682408e-06,0.334713517481938,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00020370922568064
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",742,0.0339282592932925,9.7570494682408e-06,0.518904556551271,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000203709225680638
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",743,0.00321970896156372,9.7570494682408e-06,0.346747012106348,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000203709225680641
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",744,0.044923882127567,9.7570494682408e-06,0.580547955746034,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000203709225680634
"D'Arcangelo et al (2025)","D'Arcangelo et al (2025)",745,0.0389007805727798,9.7570494682408e-06,0.54678138707336,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000203709225680642
"Delis et al (2021)","Delis et al (2021)",746,0.0621603247052706,9.93739441518434e-05,0.676317237985932,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000289744488817918
"Delis et al (2021)","Delis et al (2021)",747,0.0244276969180454,9.93739441518434e-05,0.465059379436565,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000289744488817915
"Delis et al (2021)","Delis et al (2021)",748,0.025792099189035,9.56205775482884e-05,0.472726428687944,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000290494757294706
"Delis et al (2021)","Delis et al (2021)",749,-0.0272387172023834,5.24301368426572e-05,0.175918272813231,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300460136526464
"Delis et al (2021)","Delis et al (2021)",750,-0.0245305001037664,5.24521374246001e-05,0.191092331619408,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300454201642634
"Delis et al (2021)","Delis et al (2021)",751,-0.0144433377072356,5.24521374246001e-05,0.247610624726119,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300454201642631
"Delis et al (2021)","Delis et al (2021)",752,-0.0177281074442621,5.24521374246001e-05,0.229206085224587,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300454201642639
"Delis et al (2021)","Delis et al (2021)",753,-0.01822795799075,5.24521374246001e-05,0.226405426467902,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300454201642634
"Delis et al (2021)","Delis et al (2021)",754,-0.0338792410180769,5.58659217877095e-05,0.138704016322875,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00029954746639135
"Delis et al (2021)","Delis et al (2021)",755,-0.0274952781651393,5.58659217877095e-05,0.174471362006994,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000299547466391353
"Delis et al (2021)","Delis et al (2021)",756,-0.0187106787782092,5.24521374246001e-05,0.223700745618935,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300454201642634
"Delis et al (2021)","Delis et al (2021)",757,-0.0159843013059781,5.24521374246001e-05,0.238976617567629,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300454201642632
"Delis et al (2021)","Delis et al (2021)",758,-0.0673201465272111,5.46956188809276e-05,-0.0486558751541145,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000299855204907914
"Delis et al (2021)","Delis et al (2021)",759,-0.0521400520470051,5.46956188809276e-05,0.0363950311868731,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000299855204907915
"Delis et al (2021)","Delis et al (2021)",760,-0.0428619958492402,5.48245614035088e-05,0.0883778711832742,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000299821143267066
"Delis et al (2021)","Delis et al (2021)",761,-0.0368505381494432,5.48245614035088e-05,0.122058746775951,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000299821143267068
"Delis et al (2021)","Delis et al (2021)",762,0.0114889991467056,5.24521374246001e-05,0.392909308105806,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300454201642632
"Delis et al (2021)","Delis et al (2021)",763,0.0247320599853823,5.24521374246001e-05,0.467110075842802,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300454201642632
"Delis et al (2021)","Delis et al (2021)",764,-0.0237301722303448,5.20941862888102e-05,0.19557766262971,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300550913099305
"Delis et al (2021)","Delis et al (2021)",765,0.0445060632465692,5.20941862888102e-05,0.577906948883333,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300550913099304
"Delis et al (2021)","Delis et al (2021)",766,-0.0155830219331664,5.24521374246001e-05,0.241224982798475,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00030045420164263
"Delis et al (2021)","Delis et al (2021)",767,-0.376031573452371,5.24521374246001e-05,-1.778365471268,FALSE,-0.0282100828468845,0.0418242688287909,TRUE,FALSE,0.000300454201642631
"Delis et al (2021)","Delis et al (2021)",768,-0.024947254401709,5.24109014675052e-05,0.188757382743701,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300465326456616
"Delis et al (2021)","Delis et al (2021)",769,-0.017414992258554,5.24109014675052e-05,0.230960617222872,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300465326456616
"Delis et al (2021)","Delis et al (2021)",770,-0.0212318101995648,5.24521374246001e-05,0.209574865710258,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00030045420164263
"Delis et al (2021)","Delis et al (2021)",771,-0.0320805679511233,5.24521374246001e-05,0.148789359703419,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300454201642625
"Delis et al (2021)","Delis et al (2021)",772,-0.0245182694497285,5.24741564779346e-05,0.191160793760711,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300448262984198
"Delis et al (2021)","Delis et al (2021)",773,-0.0181957954050232,5.24741564779346e-05,0.226585554614551,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000300448262984199
"Delis et al (2021)","Delis et al (2021)",774,-0.0308870319972905,9.90589400693413e-05,0.155363421593958,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000289806924455213
"Delis et al (2021)","Delis et al (2021)",775,-0.00688569933319886,9.95123892924669e-05,0.289740954768956,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00028971707837554
"Delis et al (2021)","Delis et al (2021)",776,0.0243927552523191,9.02608538676776e-05,0.464930659465254,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000291591202564435
"Delis et al (2021)","Delis et al (2021)",777,0.0352204745564497,9.02608538676776e-05,0.525561784819433,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000291591202564436
"Ding et al (2022)","Ding et al (2022)",778,0.354092528962243,0.000351988736360436,2.30413811954963,FALSE,-0.0282100828468845,0.0418242688287909,TRUE,FALSE,0.00122429640801916
"Ding et al (2022)","Ding et al (2022)",779,-0.0530497094739486,0.000351988736360436,0.0311140974440242,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00122429640801917
"Ding et al (2022)","Ding et al (2022)",780,-0.0400213538367682,0.000351988736360436,0.103849771948322,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00122429640801916
"Ding et al (2022)","Ding et al (2022)",781,-0.14962165873652,0.00105820105820106,-0.502398637740128,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00103673974944365
"Ding et al (2022)","Ding et al (2022)",782,-0.14457721611752,0.00105820105820106,-0.474546254671136,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00103673974944365
"Ding et al (2022)","Ding et al (2022)",783,-0.0469466498425446,0.00105820105820106,0.064511107363498,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00103673974944365
"Ding et al (2022)","Ding et al (2022)",784,-0.132127464448845,0.00105820105820106,-0.405806201749591,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00103673974944365
"Ding et al (2022)","Ding et al (2022)",785,-0.131547895726856,0.00105820105820106,-0.402606171284612,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00103673974944365
"Drago, Carnevale (2020)","Drago, Carnevale (2020)",786,-0.15623288231198,0.000910746812386157,-0.542587519045125,FALSE,-0.0282100828468845,0.0418242688287909,TRUE,FALSE,0.00590891465992582
"Drago et al (2018)","Drago et al (2018)",787,-0.0912032707854568,0.000768639508070715,-0.138974139900731,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00362973261931247
"Du et al (2015)","Du et al (2015)",788,-0.0532414913083813,0.0006265664160401,0.0299948540244583,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000322307361829613
"Du et al (2015)","Du et al (2015)",789,-0.0677194106510893,0.0006265664160401,-0.0504057837880036,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000322307361829613
"Du et al (2015)","Du et al (2015)",790,-0.0579856335289675,0.0006265664160401,0.00364907522991938,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000322307361829616
"Du et al (2015)","Du et al (2015)",791,-0.0574863096757483,0.0006265664160401,0.00642198446663354,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000322307361829616
"Du et al (2015)","Du et al (2015)",792,-0.0682184138845261,0.0006265664160401,-0.0531769125178379,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000322307361829614
"Du et al (2015)","Du et al (2015)",793,-0.0574863096757483,0.0006265664160401,0.00642198446663354,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000322307361829613
"Du et al (2015)","Du et al (2015)",794,-0.0587345921941127,0.0006265664160401,-0.000510138048414854,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000322307361829615
"Du et al (2015)","Du et al (2015)",795,-0.0961319588975929,0.0006265664160401,-0.208189989295876,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000322307361829613
"Du et al (2015)","Du et al (2015)",796,-0.0879142222666246,0.0006265664160401,-0.162554200694978,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000322307361829612
"Du et al (2015)","Du et al (2015)",797,-0.0923973932988777,0.0006265664160401,-0.187450720829071,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.00032230736182961
"Du et al (2015)","Du et al (2015)",798,-0.107327436806906,0.0006265664160401,-0.270362152520247,FALSE,-0.0282100828468845,0.0418242688287909,FALSE,FALSE,0.000322307361829615
